id,day,site,elevation,genus,species,project,experiment,plot_id,individual_nr,leaf_nr,plant_height_cm,plant_length_cm,bulk_nr_leaves,length_cm,wet_mass_g,leaf_thickness_1_mm,leaf_thickness_2_mm,leaf_thickness_3_mm,remark,notes1,notes2
COG6328,14,TRE,NA,Lachemilla,orbiculata,Trait,C,4,1,4,6,NA,NA,NA,0.11,0.264,0.225,0.378,NA,NA,NA
CMY6500,14,TRE,NA,Vaccinium,floribundum,Trait,C,1,2,1,6.4,NA,5,NA,0.145,0.613,0.702,0.65,NA,NA,NA
COK9038,14,TRE,NA,Lachemilla,orbiculata,Trait,C,4,1,3,6,NA,NA,NA,0.16,0.279,0.263,0.251,NA,NA,NA
COJ3916,14,TRE,NA,Lachemilla,orbiculata,Trait,C,4,1,2,6,NA,NA,NA,0.152,0.326,0.288,0.3,NA,NA,NA
ATY7432,14,TRE,NA,Halenia,umbellata,Trait,C,4,1,2,8,NA,NA,NA,0.087,0.331,0.303,0.255,NA,NA,NA
CIW5202,14,TRE,NA,Gaultheria,glomerata,Trait,C,3,1,4,12.5,NA,1,NA,0.121,0.418,0.412,0.437,NA,NA,NA
BKS6261,14,TRE,NA,Vaccinium,floribundum,Trait,C,4,2,1,21,NA,5,NA,0.9,0.449,0.363,0.481,NA,NA,NA
BKT6119,14,TRE,NA,Vaccinium,floribundum,Trait,C,4,1,4,20,NA,5,NA,0.055,0.395,0.429,0.406,NA,NA,NA
ANT1261,14,TRE,NA,Rhynchospora,macrochaeta,Trait,C,1,1,2,40.6,46.1,NA,NA,0.634,0.325,0.351,0.295,NA,NA,NA
BKR4638,14,TRE,NA,Vaccinium,floribundum,Trait,C,4,2,2,21,NA,5,NA,0.081,0.49,0.423,0.45,NA,NA,NA
CIS0953,14,TRE,NA,Gaultheria,glomerata,Trait,C,3,1,3,12.5,NA,1,NA,0.162,0.441,0.404,0.426,NA,NA,NA
CLS6499,14,TRE,NA,Paspalum,bonplandianum,Trait,C,5,1,3,8.5,14,NA,NA,0.051,0.099,0.109,0.121,NA,NA,NA
CLX3823,14,TRE,NA,Gaultheria,glomerata,Trait,C,2,1,3,8,NA,NA,NA,0.05,0.419,0.452,0.436,NA,NA,NA
CNB8487,14,TRE,NA,Lachemilla,orbiculata,Trait,C,5,1,1,8.9,NA,NA,NA,0.15,0.233,0.222,0.24,NA,NA,NA
CNT6057,14,TRE,NA,Lachemilla,orbiculata,Trait,C,3,1,3,5.5,NA,NA,NA,0.109,0.249,0.294,0.221,NA,NA,NA
CEE0397,14,TRE,NA,Lachemilla,orbiculata,Trait,C,5,1,2,8.9,NA,NA,NA,0.147,0.209,0.217,0.237,NA,NA,NA
AYF7496,14,TRE,NA,Lachemilla,orbiculata,Trait,C,5,2,2,3.8,NA,NA,NA,0.094,0.248,0.273,0.249,NA,NA,NA
AQE5913,14,TRE,NA,Lachemilla,orbiculata,Trait,C,4,1,5,8,NA,NA,NA,0.066,0.257,0.245,0.237,Tip of the leaf has been eaten,NA,NA
AQK5616,14,TRE,NA,Halenia,umbellata,Trait,C,4,2,2,10,NA,NA,NA,0.058,0.261,0.238,0.234,NA,NA,NA
AQL4649,14,TRE,NA,Halenia,umbellata,Trait,C,4,2,1,10,NA,NA,NA,0.035,0.256,0.272,0.218,NA,NA,NA
COF0468,14,TRE,NA,Lachemilla,orbiculata,Trait,C,4,1,1,6,NA,NA,NA,0.148,0.3,0.279,0.276,NA,NA,NA
AYG1241,14,TRE,NA,Lachemilla,orbiculata,Trait,C,5,2,3,3.8,NA,NA,NA,0.104,0.226,0.246,0.228,NA,NA,NA
CEK1352,14,TRE,NA,Paspalum,bonplandianum,Trait,C,1,1,5,5.7,8.6,NA,NA,0.058,0.131,0.141,0.139,NA,NA,NA
CMU0940,14,TRE,NA,Vaccinium,floribundum,Trait,C,1,1,2,14,NA,5,NA,0.063,0.486,0.467,0.442,NA,NA,NA
AYN2714,14,TRE,NA,Halenia,umbellata,Trait,C,4,1,1,8,NA,NA,NA,0.078,0.346,0.338,0.328,NA,NA,NA
CME5357,14,TRE,NA,Vaccinium,floribundum,Trait,C,4,2,3,21,NA,5,NA,0.074,0.46,0.369,0.416,NA,NA,NA
AQN9078,14,TRE,NA,Rhynchospora,macrochaeta,Trait,C,1,1,1,40.6,46.1,NA,NA,0.382,0.356,0.316,0.304,NA,NA,NA
CLO2466,14,TRE,NA,Paspalum,bonplandianum,Trait,C,5,1,2,8.5,14,NA,NA,0.069,0.131,0.13,0.118,NA,NA,NA
CLW3373,14,TRE,NA,Paspalum,bonplandianum,Trait,C,5,1,4,8.5,14,NA,NA,0.058,0.268,0.11,0.167,NA,NA,NA
CNH5018,14,TRE,NA,Lachemilla,orbiculata,Trait,C,3,1,1,5.5,NA,NA,NA,0.114,0.282,0.308,0.285,NA,NA,NA
BUW5591,14,TRE,NA,Paspalum,bonplandianum,Trait,C,2,2,5,6.5,7.3,NA,NA,0.032,0.238,0.174,0.12,NA,NA,NA
CNP7038,14,TRE,NA,Lachemilla,orbiculata,Trait,C,3,1,1,4,NA,NA,NA,0.083,0.32,0.29,0.286,NA,NA,NA
AOT7539,14,TRE,NA,Paspalum,bonplandianum,Trait,C,2,2,2,6.5,7.3,NA,NA,0.03,0.262,0.168,0.117,NA,NA,NA
AOK9318,14,TRE,NA,Paspalum,bonplandianum,Trait,C,2,1,5,3.6,6.7,NA,NA,0.052,0.318,0.229,0.128,NA,NA,NA
CGA3269,14,TRE,NA,Paspalum,bonplandianum,Trait,C,2,1,4,3.6,6.7,NA,NA,0.053,0.267,0.183,0.126,NA,NA,NA
BUS1756,14,TRE,NA,Paspalum,bonplandianum,Trait,C,4,2,4,6.5,7.3,NA,NA,0.026,0.257,0.176,0.117,NA,NA,NA
BKX7899,14,TRE,NA,Vaccinium,floribundum,Trait,C,4,1,3,20,NA,5,NA,0.06,0.396,0.393,0.379,NA,NA,NA
CFB5184,14,TRE,NA,Lachemilla,orbiculata,Trait,C,1,1,4,2.6,NA,1,NA,0.171,0.253,0.287,0.281,NA,NA,NA
CWW4359,14,TRE,NA,Halenia,umbellata,Trait,C,4,2,1,8,NA,NA,NA,0.078,0.328,0.299,0.304,NA,NA,NA
CEX5438,14,TRE,NA,Lachemilla,orbiculata,Trait,C,1,1,5,NA,NA,1,NA,0.183,0.296,0.356,0.295,NA,NA,NA
CXN3306,14,TRE,NA,Lachemilla,orbiculata,Trait,C,1,2,5,3.3,NA,1,NA,0.068,0.283,0.304,0.263,Partial Leaf,NA,NA
CET3376,14,TRE,NA,Lachemilla,orbiculata,Trait,C,1,1,3,2.6,NA,1,NA,0.123,0.324,0.323,0.315,NA,NA,NA
CLC5316,14,TRE,NA,Gaultheria,glomerata,Trait,C,2,2,4,11,NA,NA,NA,0.172,0.452,0.445,0.453,NA,NA,NA
CLG6515,14,TRE,NA,Gaultheria,glomerata,Trait,C,2,2,5,11,NA,NA,NA,0.143,0.451,0.425,0.426,NA,NA,NA
CMQ4234,14,TRE,NA,Paspalum,bonplandianum,Sean,NA,NA,1,NA,NA,NA,2,NA,0.183,0.103,0.111,0.108,NA,NA,NA
CMS0471,14,TRE,NA,Halenia,umbellata,Trait,C,2,2,3,7,NA,NA,NA,0.029,0.208,0.217,0.22,NA,NA,NA
AOB9208,14,TRE,NA,Rhynchospora,macrochaeta,Trait,C,1,1,4,40.6,46.1,NA,NA,0.597,0.341,0.323,0.305,NA,NA,NA
APB5067,14,TRE,NA,Gaultheria,glomerata,Trait,C,1,2,1,3.6,NA,NA,NA,0.033,0.376,0.369,0.334,NA,NA,NA
CWG6070,14,TRE,NA,Halenia,umbellata,Trait,C,3,2,1,4.5,NA,NA,NA,0.033,0.226,0.24,0.187,NA,NA,NA
AOF3079,14,TRE,NA,Rhynchospora,macrochaeta,Trait,C,1,1,5,40.6,46.1,NA,NA,0.55,0.301,0.312,0.298,Around 10cm of the tip is browned,NA,NA
CXM0274,14,TRE,NA,Lachemilla,orbiculata,Trait,C,1,2,3,3.3,NA,NA,NA,0.173,0.307,0.253,0.336,NA,NA,NA
CPB8831,14,TRE,NA,Lachemilla,orbiculata,Trait,C,2,1,1,2.3,NA,NA,NA,0.121,0.304,0.296,0.332,NA,NA,NA
CWK0867,14,TRE,NA,Halenia,umbellata,Trait,C,4,2,4,8,NA,NA,NA,0.058,0.232,0.25,0.276,Herbivory mark on the side,NA,NA
APU4440,14,TRE,NA,Lachemilla,orbiculata,Trait,C,1,2,1,2.6,NA,1,NA,0.073,0.285,0.263,0.298,Minor overlapping leaflets in scan,NA,NA
CWZ4760,14,TRE,NA,Halenia,umbellata,Trait,C,1,1,1,6,NA,NA,NA,0.036,0.258,0.29,0.304,NA,NA,NA
AOS8317,14,TRE,NA,Paspalum,bonplandianum,Trait,C,2,2,3,6.5,7.3,NA,NA,0.053,0.137,0.132,0.122,NA,NA,NA
AOY4173,14,TRE,NA,Gaultheria,glomerata,Trait,C,1,2,2,3.6,NA,NA,NA,0.072,0.465,0.486,0.485,NA,NA,NA
COB5911,14,TRE,NA,Lachemilla,orbiculata,Trait,C,3,1,3,4,NA,NA,NA,0.094,0.286,0.258,0.331,NA,NA,NA
CPZ4857,14,TRE,NA,Lachemilla,orbiculata,Trait,C,2,1,2,2.3,NA,NA,NA,0.115,0.361,0.31,0.268,NA,NA,NA
CMT6881,14,TRE,NA,Helenia,umbellata,Trait,C,2,2,1,7,NA,NA,NA,0.025,0.223,0.22,0.216,NA,NA,NA
CLK3912,14,TRE,NA,Paspalum,bonplandianum,Trait,C,5,1,1,8.5,14,NA,NA,0.063,0.187,0.154,0.191,NA,NA,NA
CNX3247,14,TRE,NA,Lachemilla,orbiculata,Trait,C,3,1,2,4,NA,NA,NA,0.123,0.43,0.384,0.396,No stiples,NA,NA
CEP4593,14,TRE,NA,Lachemilla,orbiculata,Trait,C,1,1,2,3.3,NA,1,NA,0.124,0.883,0.83,0.719,NA,NA,NA
CNL3516,14,TRE,NA,Lachemilla,orbiculata,Trait,C,3,1,2,5.5,NA,NA,NA,0.1,0.336,0.342,0.297,NA,NA,NA
CWB8675,14,TRE,NA,Halenia,umbellata,Trait,C,3,2,3,4.5,NA,NA,NA,0.02,0.26,0.222,0.322,NA,NA,NA
CWF2802,14,TRE,NA,Halenia,umbellata,Trait,C,2,2,4,4.5,NA,NA,NA,0.032,0.224,0.25,0.243,NA,NA,NA
CWC6163,14,TRE,NA,Halenia,umbellata,Trait,C,3,1,5,4.5,NA,2,NA,0.04,0.277,0.25,0.247,NA,NA,NA
AQB6889,14,TRE,NA,Gaultheria,glomerata,Trait,C,1,2,4,3.6,NA,NA,NA,0.051,0.502,0.454,0.411,NA,NA,NA
AOV9184,14,TRE,NA,Gaultheria,glomerata,Trait,C,1,1,3,4.7,NA,NA,NA,0.079,0.545,0.533,0.527,NA,NA,NA
CWJ0701,14,TRE,NA,Halenia,umbellata,Trait,C,3,2,5,4.5,NA,NA,NA,0.013,0.18,0.194,0.16,NA,NA,NA
CEW2172,14,TRE,NA,Paspalum,bonplandianum,Trait,C,1,1,2,5.7,8.6,NA,NA,0.03,0.117,0.116,0.104,NA,NA,NA
CNK4607,14,TRE,NA,Vaccinium,floribundum,Trait,C,5,2,2,5.7,NA,5,NA,0.037,0.282,0.252,0.265,NA,NA,NA
AQJ2521,14,TRE,NA,Halenia,umbellata,Trait,C,4,2,3,10,NA,NA,NA,0.042,0.223,0.259,0.262,NA,NA,NA
CQD3030,14,TRE,NA,Lachemilla,orbiculata,Trait,C,2,1,3,2.3,NA,NA,NA,0.139,0.356,0.342,0.381,"Piece of leaf is missing. Edges are red, possibly an older leaf",NA,NA
CFF6243,14,TRE,NA,Paspalum,bonplandianum,Trait,C,1,2,3,7.1,8.5,NA,NA,0.044,0.136,0.123,0.165,Scan: tip slightly bent,NA,NA
BVA6015,14,TRE,NA,Vaccinium,floribundum,Trait,C,4,1,1,5.7,5,NA,NA,0.066,0.401,0.393,0.421,NA,NA,NA
APT4506,14,TRE,NA,Halenia,umbellata,Trait,C,4,1,2,10,NA,NA,NA,0.023,0.216,0.27,0.206,NA,NA,NA
APW1977,14,TRE,NA,Paspalum,bonplandianum,Sean,NA,NA,2,NA,NA,3,NA,NA,0.19,0.109,0.11,0.111,2020_03_14_1440_QUE_PABO_2_AT,NA,NA
AQA0121,14,QUE,NA,Paspalum,bonplandianum,Sean,NA,4,NA,NA,NA,3,3,NA,0.832,0.191,0.296,0.226,2020_03_14_1442_QUE_PABO_4_AT,NA,NA
COC7593,14,TRE,NA,Lachemilla,orbiculata,Trait,C,4,1,5,6,NA,NA,NA,0.164,0.25,0.298,0.294,NA,NA,NA
CXB4941,14,TRE,NA,Helenia,umbellata,Trait,C,1,2,4,3.9,NA,NA,NA,0.025,0.192,0.222,0.232,NA,NA,NA
APF2990,14,TRE,NA,Gaultheria,glomerata,Trait,C,1,1,5,4.7,NA,NA,NA,0.101,0.447,0.461,0.469,NA,NA,NA
APQ5417,14,TRE,NA,Lachemilla,orbiculata,Trait,C,1,1,1,2.6,NA,1,NA,0.099,0.247,0.248,0.244,NA,NA,NA
CXJ2040,14,TRE,NA,Lachemilla,orbiculata,Trait,C,1,2,4,3.3,NA,1,NA,0.136,0.775,0.487,0.437,NA,NA,NA
CWX0387,14,TRE,NA,Halenia,umbellata,Trait,C,1,2,3,3.9,NA,NA,NA,0.015,0.224,0.299,0.288,NA,NA,NA
CWT5112,14,TRE,NA,Halenia,umbellata,Trait,C,1,2,2,3.5,NA,NA,NA,0.015,0.191,0.174,0.19,NA,NA,NA
CWV6534,14,TRE,NA,Halenia,umbellata,Trait,C,1,1,2,6,NA,NA,NA,0.048,0.253,0.261,0.275,NA,NA,NA
CYM4429,15,TRE,NA,Halenia,umbellata,T,C,5,3,4,3.4,NA,NA,NA,0.041,0.165,0.179,0.157,NA,wet_mass,21/03/2020
AGO1459,15,TRE,NA,Halenia,umbellata,T,C,5,3,5,3.4,NA,NA,NA,0.052,0.156,0.149,0.124,NA,wet_mass,21/03/2020
CYI0094,15,TRE,NA,Halenia,umbellata,T,C,5,3,3,3.4,NA,NA,NA,0.036,0.185,0.172,0.194,NA,wet_mass,21/03/2020
CYX4252,15,TRE,NA,Halenia,umbellata,T,C,5,3,2,3.4,NA,NA,NA,0.04,0.194,0.189,0.184,NA,wet_mass,21/03/2020
BNL1286,15,TRE,NA,Chuscea,intipacarin,T,C,3,2,NA,6,6,NA,NA,0.134,0.145,0.149,0.159,NA,wet_mass,21/03/2020
BNP7330,15,TRE,NA,Chuscea,intipacarin,T,C,3,3,NA,8.5,8.8,NA,NA,0.255,0.183,0.19,0.196,NA,wet_mass,21/03/2020
BOE3552,15,TRE,NA,Hypericum,andinum,T,C,3,2,NA,17,NA,NA,NA,0.03,0.092,0.099,0.078,NA,wet_mass,21/03/2020
BMX6498,15,TRE,NA,Luzula,racemosa,T,C,5,1,NA,11,NA,NA,NA,0.068,0.133,0.125,0.136,NA,scanning,21/03/2020
CXV4926,15,ACJ,NA,Rhynchospora,macrochaeta,T,BB,2,1,NA,33.8,42.3,1,NA,0.387,0.196,0.194,0.167,NA,wet_mass,21/03/2020
BMG2458,15,TRE,NA,Halenia,umbellata,T,C,4,1,NA,2,NA,5,NA,0.03,0.079,0.071,0.085,NA,scanning,21/03/2020
BOA7727,15,TRE,NA,Paspalum,bonplandianum,T,C,2,1,5,4.9,5.6,NA,NA,0.038,0.109,0.102,0.085,NA,scanning,21/03/2020
BOI5226,15,TRE,NA,Hypericum,andinum,T,C,3,3,NA,13,NA,NA,NA,0.089,0.095,0.133,0.148,NA,wet_mass,21/03/2020
ASL0566,15,ACJ,NA,Calamagrostis,tarmensis,T,B,2,3,NA,23.3,31.6,NA,NA,0.029,0.156,0.139,0.122,NA,wet_mass,21/03/2020
ARJ0812,15,ACJ,NA,Calamagrostis,tarmensis,T,B,2,1,NA,38.2,42.3,NA,NA,0.092,0.234,0.221,0.261,NA,wet_mass,21/03/2020
CRL7437,15,TRE,NA,Gautheria,glomerata,T,C,3,1,NA,21.5,NA,NA,NA,0.083,0.279,0.281,0.272,NA,wet_mass,21/03/2020
BNS6580,15,TRE,NA,Paspalum,bonplandianum,T,C,2,1,4,4.9,5.6,NA,NA,0.044,0.08,0.076,0.062,NA,scanning,21/03/2020
BNO6456,15,TRE,NA,Paspalum,bonplandianum,T,C,2,1,3,4.9,5.6,NA,NA,0.039,0.072,0.07,0.062,NA,scanning,21/03/2020
BON0490,15,TRE,NA,Paspalum,bonplandianum,T,C,2,1,2,4.9,5.6,NA,NA,0.043,0.084,0.092,0.067,NA,scanning,21/03/2020
CZB5318,15,ACJ,NA,Rhynchospora,macrochaeta,T,BB,2,3,NA,32.5,39.2,NA,NA,0.467,0.208,0.201,0.207,NA,scanning,21/03/2020
CRX5569,15,ACJ,NA,Cortaderia,bifida,T,BB,5,1,NA,47,65.8,NA,NA,1.073,0.254,0.22,0.235,NA,scanning,21/03/2020
BMS4371,15,TRE,NA,Gautheria,glomerata,T,C,4,1,NA,2.5,NA,NA,NA,0.065,0.211,0.204,0.227,NA,scanning,21/03/2020
AHA1547,15,TRE,NA,Calamagrostis,tarmensis,T,C,1,1,NA,73.2,75.5,NA,NA,0.2,0.155,0.158,0.183,NA,scanning,21/03/2020
AGV6997,15,TRE,NA,Rhynchospora,macrochaeta,T,C,3,1,NA,68,NA,NA,NA,0.51,0.173,0.157,0.163,NA,scanning,21/03/2020
BPD5973,15,TRE,NA,Lachemilla,jamesoni,T,C,3,3,NA,2.5,NA,NA,NA,0.043,0.123,0.136,0.127,NA,scanning,21/03/2020
BPT2010,15,TRE,NA,Lachemilla,jamesoni,T,C,3,2,NA,1.5,NA,NA,NA,0.041,0.174,0.17,0.167,NA,scanning,21/03/2020
BOZ3783,15,TRE,NA,Lachemilla,jamesoni,T,C,3,1,NA,2.5,NA,NA,NA,0.036,0.13,0.115,0.11,NA,scanning,21/03/2020
BOO5640,15,TRE,NA,Halenia,umbellata,T,C,2,2,NA,2,NA,NA,NA,0.02,0.064,0.061,0.058,NA,scanning,21/03/2020
BOM7625,15,TRE,NA,Lachemilla,orbiculata,T,C,2,1,1,3.5,NA,NA,NA,0.069,0.165,0.15,0.136,NA,scanning,21/03/2020
BMY5426,15,TRE,NA,Lachemilla,orbiculata,T,C,2,1,3,3.5,NA,NA,NA,0.082,0.155,0.134,0.101,NA,scanning,21/03/2020
CYW2002,15,ACJ,NA,Rhynchospora,macrochaeta,R,BB,2,2,NA,21.2,28.5,NA,NA,0.175,0.149,0.144,0.137,NA,scanning,21/03/2020
AGK8609,15,TRE,NA,Vaccinium,floribundum,T,C,5,3,1,19.4,NA,5,NA,0.058,0.259,0.261,0.174,NA,scanning,21/03/2020
CYV6812,15,TRE,NA,Vaccinium,floribundum,T,C,5,3,2,19.4,NA,5,NA,0.053,0.288,0.194,0.167,NA,scanning,21/03/2020
AGB4420,15,ACJ,NA,Calamagrostis,tarmensis,T,BB,3,2,NA,46.8,48.1,NA,NA,0.104,0.156,0.152,0.132,NA,scanning,21/03/2020
AFO8570,15,TRE,NA,Lycopodium,clavatum,T,C,5,3,NA,6,NA,NA,10,0.061,0.136,0.12,0.096,NA,scanning,21/03/2020
ARB4763,15,TRE,NA,Lycopodium,clavatum,T,C,5,1,NA,14.5,NA,NA,10,0.05,0.097,0.137,0.106,NA,scanning,21/03/2020
CXY1511,15,ACJ,NA,Lycopodium,clavatum,T,BB,4,3,NA,4.4,NA,NA,10,0.049,0.091,0.092,0.094,NA,scanning,21/03/2020
AHD3856,15,TRE,NA,Lycopodium,clavatum,T,C,5,2,NA,6,NA,NA,10,0.079,0.11,0.127,0.133,NA,scanning,21/03/2020
AGE7337,15,TRE,NA,Paspalum,bonplandianum,T,C,5,1,2,5.9,6.3,NA,NA,0.051,0.108,0.112,0.1,NA,NA,NA
CYE9151,15,TRE,NA,Paspalum,bonplandianum,T,C,1,1,5,14.9,15.5,NA,NA,0.066,0.112,0.117,0.095,Val written in length section treated as stretched length,NA,NA
BPV3469,15,TRE,NA,Halenia,umbellata,T,C,3,2,NA,7,NA,NA,NA,0.027,0.216,0.222,0.217,NA,NA,NA
CXS5928,15,TRE,NA,Paspalum,bonplandianum,T,C,1,1,2,14.9,15.5,NA,NA,0.074,0.109,0.107,0.103,Experiment given as 1 assume C,NA,NA
BNF4890,15,TRE,NA,Trichophorum,rigidum,T,C,5,2,NA,35,44,NA,NA,0.031,0.308,0.354,0.302,Leaves Rolled and Val written in length section treated as stretched length,NA,NA
BLU0713,15,TRE,NA,Paspalum,bonplandianum,T,C,4,1,NA,7.5,9.7,NA,NA,0.107,0.092,0.129,0.212,NA,NA,NA
BNB6622,15,TRE,NA,Trichophorum,rigidum,T,C,5,3,NA,14,27,3,NA,0.021,0.262,0.342,0.307,Leaves Rolled,NA,NA
AGZ2031,15,TRE,NA,Paspalum,bonplandianum,T,C,5,3,NA,12,NA,NA,NA,0.064,0.105,0.111,0.112,NA,NA,NA
BNN1844,15,TRE,NA,Paspalum,bonplandianum,T,C,5,2,NA,6,NA,NA,NA,0.023,0.097,NA,NA,Only one thickness val,NA,NA
AGN6553,15,TRE,NA,Vaccinium,floribundum,T,C,3,1,NA,17.4,NA,5,NA,0.121,0.549,-0.545,0.561,NA,NA,NA
AGS6951,15,TRE,NA,Gaultheria,glomerata,T,C,5,1,NA,20,NA,NA,NA,0.273,0.585,0.508,0.575,NA,NA,NA
CXW5856,15,TRE,NA,Paspalum,bonplandianum,T,C,1,1,3,14.9,15.5,NA,NA,0.07,0.116,NA,NA,Only one thickness val,NA,NA
CRA5252,15,ACJ,NA,Festuca,dolichophylla,T,BB,1,2,NA,51.2,69.1,NA,NA,0.436,0.566,0.49,0.485,NA,NA,NA
AHG9356,15,TRE,NA,Calamagrostis,macrochaeta,T,C,3,3,NA,20,33,NA,NA,0.067,0.269,0.287,0.227,NA,NA,NA
CRP0313,15,TRE,NA,Vaccinium,floribundum,T,C,2,1,NA,21.3,NA,4,NA,0.055,0.438,0.471,0.623,NA,NA,NA
AHE4272,15,TRE,NA,Calamagrostis,tarmensis,T,C,1,2,NA,76,81.5,NA,NA,0.19,0.307,0.34,0.25,NA,NA,NA
AHI0801,15,TRE,NA,Calamagrostis,tarmensis,T,C,1,3,NA,64.5,65,NA,NA,0.201,0.425,0.508,0.466,NA,NA,NA
CQK2630,15,ACJ,NA,Festuca,dolichophylla,T,BB,1,1,NA,61.3,61.6,NA,NA,0.337,0.441,0.405,0.666,NA,NA,NA
BNI4584,15,TRE,NA,Paspalum,bonplandianum,T,C,5,1,NA,11,NA,NA,NA,0.061,0.402,0.132,0.148,NA,NA,NA
CVC1169,15,TRE,NA,Calamagrostis,macrophylla,T,C,1,1,NA,21.1,21,NA,NA,0.038,0.349,0.371,0.358,NA,NA,NA
CYR4474,15,TRE,NA,Vaccinium,floribundum,T,C,5,3,3,19.4,NA,5,NA,0.071,0.455,0.547,0.482,NA,NA,NA
BNT3287,15,TRE,NA,Halenia,umbellata,T,C,2,1,NA,2,NA,NA,NA,0.026,0.227,0.199,0.21,NA,NA,NA
BOB7266,15,TRE,NA,Halenia,umbellata,T,C,2,3,NA,2,NA,NA,NA,0.018,0.251,0.248,0.296,NA,NA,NA
BPC6853,15,TRE,NA,Carex,pinchenchensis,T,C,3,1,NA,24,28,NA,NA,0.33,0.214,0.194,0.194,NA,NA,NA
CYN6353,15,TRE,NA,Vaccinium,floribundum,T,C,5,3,4,19.4,NA,5,NA,0.038,0.441,0.435,0.464,NA,NA,NA
CRV1812,15,ACJ,NA,Pernettya,prostrata,T,BB,4,3,NA,10.5,NA,5,NA,0.068,0.418,0.333,0.439,NA,NA,NA
CSB9414,15,ACJ,NA,Cortaderia,bifida,T,BB,5,2,NA,25.7,63.6,NA,NA,0.745,0.276,0.346,0.343,NA,NA,NA
CZI4416,15,TRE,NA,Paspalum,bonplandianum,T,C,5,1,1,5.9,6.3,NA,NA,0.044,0.147,0.12,0.115,NA,NA,NA
AFV6468,15,TRE,NA,Lachemilla,orbiculata,T,C,2,1,5,3.5,NA,NA,NA,0.064,0.294,0.27,0.286,NA,NA,NA
BOK4212,15,TRE,NA,Carex,pinchenchensis,T,C,4,2,NA,37.7,40.6,NA,NA,0.712,0.214,0.277,0.265,Leaf wasn't sampled very nicely,NA,NA
BMT3246,15,ACJ,NA,Carex,pygmaea,T,BB,1,1,NA,3.7,8.2,2,NA,0.073,0.29,0.282,0.255,NA,NA,NA
CYO0124,15,ACJ,NA,Calamagrostis,tarmensis,T,BB,5,1,NA,54,58,NA,NA,0.184,0.369,0.37,0.415,NA,NA,NA
CYJ2291,15,TRE,NA,Vaccinium,floribundum,T,C,5,3,5,19.4,NA,5,NA,0.044,0.481,0.604,0.454,NA,NA,NA
CRN1464,15,TRE,NA,Trichophorum,rigidum,T,C,2,3,NA,43.6,57.2,NA,NA,0.249,0.582,0.47,0.649,Leaves Rolled,NA,NA
CXX4125,15,TRE,NA,Rhynchospora,macrochaeta,T,C,1,NA,NA,42.6,44.6,NA,NA,2.802,0.302,0.294,0.303,No individual number,NA,NA
AGA3860,15,TRE,NA,Trichophorum,rigidum,T,C,3,2,NA,29,31,NA,NA,0.024,0.245,0.233,0.219,NA,NA,NA
AGJ2611,15,TRE,NA,Trichophorum,rigidum,T,C,3,1,NA,39,35,NA,NA,0.022,0.264,0.257,0.329,Standing height biger than stretched length,NA,NA
BMU4639,15,TRE,NA,Lachemilla,orbiculata,T,C,2,1,2,3.5,NA,NA,NA,0.07,0.236,0.285,0.266,NA,NA,NA
BPZ6022,15,TRE,NA,Halenia,umbellata,T,C,3,1,NA,6,NA,NA,NA,0.017,0.184,0.165,0.158,NA,NA,NA
CYP5235,15,ACJ,NA,Calamagrostis,tarmensis,T,BB,5,2,NA,48,51,NA,NA,0.102,0.408,0.473,0.373,NA,NA,NA
BNX0682,15,TRE,NA,Halenia,umbellata,NA,C,2,4,NA,2,NA,NA,NA,0.019,0.318,0.271,0.235,No project but probably traits,NA,NA
BQH4082,15,TRE,NA,Hypochaeris,taraxacoides,T,C,3,2,NA,2.5,NA,NA,NA,0.057,0.277,0.265,0.33,NA,NA,NA
BPX5546,15,TRE,NA,Hypochaeris,taraxacoides,T,C,3,3,NA,5,NA,NA,NA,0.079,0.32,0.24,0.217,NA,NA,NA
ARF3252,15,ACJ,NA,Calamagrostis,tarmensis,T,BB,2,2,NA,32.9,33.9,NA,NA,0.072,0.408,0.401,0.38,NA,NA,NA
BQB2273,15,TRE,NA,Hypochaeris,taraxacoides,T,C,3,1,NA,4.5,NA,NA,NA,0.053,0.269,0.257,0.244,NA,NA,NA
CZN4729,15,TRE,NA,Lachemilla,orbiculata,T,C,5,1,5,4.6,NA,NA,NA,0.196,0.241,0.273,0.31,NA,NA,NA
BNG3485,15,TRE,NA,Hypericum,andinium,NA,C,5,3,NA,23,NA,NA,NA,0.025,0.157,0.121,0.108,Bulk leaves length not eneterdn and project,NA,NA
CZJ5895,15,TRE,NA,Lachemilla,orbiculata,T,C,5,1,4,4.6,NA,NA,NA,0.141,0.271,0.267,0.326,NA,NA,NA
CZE7072,15,TRE,NA,Lachemilla,orbiculata,T,C,5,1,3,4.6,NA,NA,NA,0.172,0.218,0.232,0.227,NA,NA,NA
CZF0686,15,TRE,NA,Lachemilla,orbiculata,T,C,5,1,2,4.6,NA,NA,NA,0.181,0.201,0.241,0.258,NA,NA,NA
CZA2309,15,TRE,NA,Lachemilla,orbiculata,T,C,5,1,1,4.6,NA,NA,NA,0.18,0.205,0.262,0.263,NA,NA,NA
CRI0809,15,ACJ,NA,Festuca,dolichophylla,T,BB,1,3,NA,60.5,68,NA,NA,0.63,0.349,0.402,0.41,NA,NA,NA
